Age,AgeGroup,Gender,MaritalStatus,Education,Education_Label,EducationField,Department,JobRole,JobLevel,BusinessTravel,OverTime,DistanceFromHome,MonthlyIncome,IncomeGroup,PercentSalaryHike,StockOptionLevel,TrainingTimesLastYear,YearsAtCompany,TenureGroup,YearsInCurrentRole,YearsSinceLastPromotion,TotalWorkingYears,NumCompaniesWorked,JobSatisfaction,JobSatisfaction_Label,EnvironmentSatisfaction,EnvironmentSatisfaction_Label,WorkLifeBalance,WorkLifeBalance_Label,JobInvolvement,RelationshipSatisfaction,PerformanceRating,PerformanceRating_Label,Attrition,AttritionBinary,AttritionRiskScore,RiskTier,OverTimeFlag
18,18–25,Male,Divorced,5,Doctor,Marketing,Human Resources,Human Resources,4,Travel_Frequently,No,3,2269,Low,20,1,4,5,4–7 yr,3,2,8,8,2,Medium,3,High,4,Best,2,1,3,Excellent,No,0,0.272,Medium Risk,0
30,26–35,Female,Married,5,Doctor,Medical,Research & Development,Research Director,1,Travel_Rarely,No,14,2192,Low,18,0,2,3,2–3 yr,2,1,14,9,4,Very High,4,Very High,3,Better,4,4,4,Outstanding,No,0,0.232,Low Risk,0
34,26–35,Male,Divorced,4,Master,Life Sciences,Research & Development,Manufacturing Director,2,Travel_Rarely,No,29,2840,Low,24,1,2,1,0–1 yr,0,0,1,1,4,Very High,4,Very High,3,Better,3,4,3,Excellent,No,0,0.323,Medium Risk,0
28,26–35,Male,Married,2,College,Life Sciences,Sales,Manager,2,Travel_Rarely,Yes,29,7413,High,14,1,3,8,8–15 yr,4,1,8,6,2,Medium,4,Very High,3,Better,3,2,3,Excellent,No,0,0.272,Medium Risk,1
34,26–35,Female,Single,1,Below College,Medical,Research & Development,Healthcare Representative,4,Travel_Rarely,Yes,4,10641,Very High,14,0,3,0,0–1 yr,0,0,5,2,4,Very High,1,Low,3,Better,3,3,3,Excellent,No,0,0.399,Medium Risk,1
36,36–45,Male,Single,3,Bachelor,Life Sciences,Sales,Sales Executive,1,Non-Travel,No,5,4623,Medium,20,1,0,0,0–1 yr,0,0,14,9,2,Medium,3,High,3,Better,1,4,4,Outstanding,No,0,0.348,Medium Risk,0
34,26–35,Male,Divorced,2,College,Other,Sales,Sales Executive,3,Travel_Frequently,No,2,8904,High,21,0,5,7,4–7 yr,2,0,8,7,4,Very High,3,High,3,Better,2,3,3,Excellent,No,0,0.045,Low Risk,0
30,26–35,Male,Single,3,Bachelor,Medical,Research & Development,Manufacturing Director,3,Travel_Rarely,No,3,5432,Medium,25,1,5,1,0–1 yr,0,0,6,3,4,Very High,2,Medium,3,Better,3,3,3,Excellent,No,0,0.215,Low Risk,0
37,36–45,Male,Divorced,4,Master,Life Sciences,Research & Development,Manufacturing Director,3,Travel_Rarely,No,5,10755,Very High,15,1,2,2,2–3 yr,1,0,2,3,3,High,4,Very High,3,Better,2,3,3,Excellent,No,0,0.157,Low Risk,0
39,36–45,Male,Married,4,Master,Marketing,Sales,Sales Executive,4,Travel_Rarely,Yes,1,6910,High,13,0,2,3,2–3 yr,2,0,13,8,2,Medium,4,Very High,2,Good,4,4,3,Excellent,No,0,0.453,Medium Risk,1
27,26–35,Male,Single,4,Master,Medical,Sales,Sales Representative,3,Non-Travel,No,9,6070,High,25,1,4,3,2–3 yr,1,0,12,2,3,High,3,High,4,Best,3,4,3,Excellent,No,0,0.134,Low Risk,0
47,46–60,Male,Married,3,Bachelor,Life Sciences,Research & Development,Laboratory Technician,1,Travel_Frequently,No,6,3442,Medium,12,1,2,7,4–7 yr,5,3,9,6,2,Medium,2,Medium,3,Better,3,3,3,Excellent,Yes,1,0.651,High Risk,0
35,26–35,Male,Single,4,Master,Technical Degree,Sales,Sales Executive,2,Travel_Rarely,No,18,6920,High,12,0,4,5,4–7 yr,3,0,18,0,4,Very High,1,Low,3,Better,3,2,3,Excellent,No,0,0.048,Low Risk,0
36,36–45,Female,Single,3,Bachelor,Technical Degree,Research & Development,Research Director,2,Travel_Rarely,No,13,3981,Medium,19,3,0,6,4–7 yr,4,2,14,6,3,High,3,High,2,Good,4,2,3,Excellent,No,0,0.128,Low Risk,0
41,36–45,Female,Divorced,1,Below College,Medical,Sales,Sales Executive,2,Non-Travel,Yes,3,8008,High,18,1,3,7,4–7 yr,2,0,8,9,2,Medium,1,Low,2,Good,4,1,3,Excellent,No,0,0.413,Medium Risk,1
37,36–45,Male,Married,4,Master,Life Sciences,Research & Development,Manufacturing Director,2,Travel_Rarely,Yes,5,2790,Low,16,0,5,2,2–3 yr,1,0,9,1,4,Very High,3,High,3,Better,3,3,3,Excellent,No,0,0.754,High Risk,1
43,36–45,Male,Married,1,Below College,Medical,Research & Development,Healthcare Representative,2,Travel_Rarely,Yes,11,2837,Low,24,0,2,2,2–3 yr,1,0,7,5,2,Medium,3,High,3,Better,3,4,3,Excellent,No,0,0.411,Medium Risk,1
38,36–45,Male,Single,3,Bachelor,Marketing,Sales,Manager,2,Non-Travel,Yes,1,6930,High,24,1,2,3,2–3 yr,1,0,14,8,3,High,4,Very High,3,Better,2,4,3,Excellent,No,0,0.433,Medium Risk,1
31,26–35,Male,Single,3,Bachelor,Life Sciences,Sales,Sales Representative,5,Non-Travel,No,1,7521,High,25,0,3,2,2–3 yr,0,0,7,5,2,Medium,2,Medium,3,Better,2,4,3,Excellent,No,0,0.267,Medium Risk,0
38,36–45,Male,Married,4,Master,Life Sciences,Sales,Sales Executive,1,Travel_Frequently,Yes,15,3132,Medium,24,0,5,25,15+ yr,21,6,31,2,4,Very High,3,High,2,Good,1,4,3,Excellent,Yes,1,0.372,Medium Risk,1
26,26–35,Female,Married,4,Master,Human Resources,Sales,Sales Executive,4,Non-Travel,Yes,1,10736,Very High,19,0,2,10,8–15 yr,3,1,14,0,4,Very High,4,Very High,3,Better,1,3,3,Excellent,No,0,0.205,Low Risk,1
36,36–45,Male,Married,3,Bachelor,Life Sciences,Human Resources,Manager,2,Travel_Rarely,Yes,17,3627,Medium,15,1,5,1,0–1 yr,0,0,12,3,4,Very High,3,High,3,Better,4,3,3,Excellent,Yes,1,0.775,High Risk,1
35,26–35,Male,Married,4,Master,Marketing,Sales,Manager,3,Travel_Rarely,No,19,5335,Medium,24,1,3,0,0–1 yr,0,0,10,3,1,Low,1,Low,3,Better,4,4,3,Excellent,Yes,1,0.679,High Risk,0
34,26–35,Male,Divorced,3,Bachelor,Medical,Research & Development,Laboratory Technician,3,Travel_Rarely,No,4,11871,Very High,22,0,6,0,0–1 yr,0,0,3,7,2,Medium,2,Medium,4,Best,3,1,3,Excellent,No,0,0.317,Medium Risk,0
34,26–35,Female,Single,3,Bachelor,Medical,Sales,Sales Executive,2,Travel_Rarely,Yes,13,10610,Very High,20,1,4,1,0–1 yr,0,0,6,9,2,Medium,4,Very High,2,Good,3,4,3,Excellent,No,0,0.359,Medium Risk,1
20,18–25,Male,Single,4,Master,Life Sciences,Research & Development,Manufacturing Director,2,Travel_Rarely,No,3,10788,Very High,11,3,3,0,0–1 yr,0,0,7,9,2,Medium,4,Very High,3,Better,3,3,3,Excellent,No,0,0.4,Medium Risk,0
31,26–35,Female,Single,4,Master,Technical Degree,Research & Development,Healthcare Representative,2,Travel_Frequently,No,15,4268,Medium,18,3,4,4,4–7 yr,2,1,7,6,1,Low,4,Very High,3,Better,3,4,4,Outstanding,No,0,0.311,Medium Risk,0
36,36–45,Male,Married,5,Doctor,Life Sciences,Research & Development,Research Scientist,2,Travel_Rarely,No,13,9093,High,13,2,2,11,8–15 yr,9,0,15,9,3,High,2,Medium,2,Good,4,3,4,Outstanding,No,0,0.079,Low Risk,0
37,36–45,Female,Married,2,College,Medical,Research & Development,Research Director,4,Travel_Rarely,No,1,4281,Medium,24,2,5,8,8–15 yr,6,3,14,6,3,High,4,Very High,3,Better,3,3,4,Outstanding,No,0,0.049,Low Risk,0
27,26–35,Female,Single,3,Bachelor,Medical,Research & Development,Research Scientist,3,Non-Travel,Yes,6,3746,Medium,19,0,1,1,0–1 yr,0,0,6,6,4,Very High,4,Very High,3,Better,3,4,3,Excellent,No,0,0.491,Medium Risk,1
46,46–60,Male,Single,3,Bachelor,Marketing,Sales,Sales Executive,1,Travel_Frequently,No,8,1213,Low,21,0,0,3,2–3 yr,1,0,15,1,3,High,2,Medium,3,Better,3,3,4,Outstanding,No,0,0.188,Low Risk,0
29,26–35,Male,Married,4,Master,Other,Human Resources,Human Resources,1,Travel_Rarely,No,1,9074,High,11,0,3,4,4–7 yr,1,0,7,8,3,High,4,Very High,3,Better,4,2,3,Excellent,No,0,0.087,Low Risk,0
43,36–45,Male,Divorced,2,College,Medical,Research & Development,Healthcare Representative,2,Non-Travel,No,29,3190,Medium,13,1,2,9,8–15 yr,4,2,21,5,4,Very High,3,High,2,Good,3,4,3,Excellent,No,0,0.211,Low Risk,0
39,36–45,Male,Married,4,Master,Life Sciences,Human Resources,Manager,1,Travel_Rarely,Yes,4,3690,Medium,11,2,4,10,8–15 yr,7,4,13,1,3,High,4,Very High,3,Better,3,2,3,Excellent,No,0,0.358,Medium Risk,1
30,26–35,Female,Single,3,Bachelor,Other,Sales,Sales Executive,2,Travel_Rarely,No,5,3117,Medium,11,0,4,14,8–15 yr,5,1,23,0,3,High,4,Very High,3,Better,2,4,3,Excellent,Yes,1,0.428,Medium Risk,0
50,46–60,Female,Married,2,College,Medical,Research & Development,Laboratory Technician,1,Travel_Frequently,No,1,5565,Medium,25,0,2,4,4–7 yr,1,0,7,0,4,Very High,3,High,3,Better,3,2,4,Outstanding,No,0,0.145,Low Risk,0
26,26–35,Female,Married,3,Bachelor,Life Sciences,Human Resources,Human Resources,2,Travel_Rarely,Yes,7,4073,Medium,16,1,1,7,4–7 yr,2,1,7,0,4,Very High,3,High,3,Better,3,4,3,Excellent,No,0,0.247,Low Risk,1
43,36–45,Female,Single,3,Bachelor,Life Sciences,Sales,Sales Executive,1,Travel_Rarely,Yes,13,2047,Low,23,0,3,0,0–1 yr,0,0,4,3,3,High,3,High,2,Good,3,3,4,Outstanding,Yes,1,0.766,High Risk,1
44,36–45,Male,Married,3,Bachelor,Technical Degree,Sales,Sales Executive,2,Travel_Rarely,No,7,6129,High,14,0,5,4,4–7 yr,3,0,11,3,4,Very High,4,Very High,3,Better,4,2,3,Excellent,No,0,0.039,Low Risk,0
30,26–35,Male,Single,4,Master,Life Sciences,Research & Development,Research Scientist,3,Non-Travel,No,12,2878,Low,20,0,4,1,0–1 yr,0,0,7,8,3,High,3,High,4,Best,4,3,4,Outstanding,No,0,0.274,Medium Risk,0
47,46–60,Female,Single,3,Bachelor,Medical,Research & Development,Laboratory Technician,2,Travel_Rarely,No,10,3233,Medium,14,3,1,3,2–3 yr,2,0,7,0,4,Very High,4,Very High,4,Best,3,4,3,Excellent,No,0,0.154,Low Risk,0
33,26–35,Male,Divorced,3,Bachelor,Medical,Research & Development,Healthcare Representative,5,Non-Travel,No,2,2740,Low,15,0,6,6,4–7 yr,5,1,8,2,4,Very High,1,Low,3,Better,3,3,3,Excellent,No,0,0.092,Low Risk,0
38,36–45,Female,Divorced,3,Bachelor,Life Sciences,Sales,Sales Representative,4,Travel_Rarely,No,4,3375,Medium,25,1,2,1,0–1 yr,0,0,15,2,2,Medium,4,Very High,3,Better,3,1,3,Excellent,No,0,0.434,Medium Risk,0
38,36–45,Male,Married,1,Below College,Medical,Research & Development,Healthcare Representative,2,Travel_Rarely,Yes,1,5373,Medium,24,0,2,0,0–1 yr,0,0,14,7,4,Very High,2,Medium,3,Better,2,4,3,Excellent,No,0,0.43,Medium Risk,1
34,26–35,Male,Single,2,College,Life Sciences,Sales,Manager,1,Travel_Rarely,No,1,1472,Low,13,1,1,0,0–1 yr,0,0,10,1,4,Very High,2,Medium,3,Better,2,2,3,Excellent,Yes,1,0.548,High Risk,0
42,36–45,Female,Married,3,Bachelor,Medical,Sales,Manager,4,Non-Travel,No,1,3280,Medium,25,0,2,0,0–1 yr,0,0,0,5,2,Medium,4,Very High,3,Better,1,4,3,Excellent,Yes,1,0.448,Medium Risk,0
42,36–45,Male,Single,3,Bachelor,Medical,Sales,Sales Representative,4,Travel_Frequently,No,22,6871,High,22,0,3,0,0–1 yr,0,0,12,3,4,Very High,1,Low,1,Bad,1,4,3,Excellent,No,0,0.216,Low Risk,0
22,18–25,Female,Single,2,College,Medical,Research & Development,Research Director,3,Travel_Rarely,Yes,29,4494,Medium,12,0,3,0,0–1 yr,0,0,6,9,3,High,2,Medium,1,Bad,3,2,3,Excellent,Yes,1,0.452,Medium Risk,1
46,46–60,Female,Married,3,Bachelor,Marketing,Research & Development,Laboratory Technician,1,Travel_Rarely,Yes,1,10644,Very High,24,0,4,1,0–1 yr,0,0,13,5,2,Medium,2,Medium,3,Better,3,3,3,Excellent,No,0,0.539,High Risk,1
22,18–25,Female,Married,3,Bachelor,Technical Degree,Research & Development,Manufacturing Director,5,Travel_Rarely,Yes,3,19672,Very High,20,1,3,1,0–1 yr,0,0,15,4,4,Very High,3,High,2,Good,3,3,3,Excellent,No,0,0.206,Low Risk,1
44,36–45,Female,Single,2,College,Marketing,Research & Development,Research Scientist,1,Travel_Frequently,No,1,2547,Low,18,0,2,25,15+ yr,18,8,35,8,3,High,3,High,3,Better,3,4,3,Excellent,No,0,0.156,Low Risk,0
45,36–45,Male,Married,3,Bachelor,Life Sciences,Research & Development,Research Scientist,3,Travel_Rarely,No,14,7791,High,21,2,3,2,2–3 yr,1,0,4,8,3,High,4,Very High,3,Better,3,3,3,Excellent,No,0,0.193,Low Risk,0
27,26–35,Female,Single,2,College,Life Sciences,Research & Development,Healthcare Representative,4,Travel_Rarely,No,5,10007,Very High,17,0,1,0,0–1 yr,0,0,3,0,4,Very High,4,Very High,3,Better,3,3,4,Outstanding,No,0,0.201,Low Risk,0
32,26–35,Male,Divorced,4,Master,Medical,Research & Development,Healthcare Representative,1,Travel_Rarely,No,7,2916,Low,25,0,3,4,4–7 yr,1,0,17,2,4,Very High,3,High,2,Good,4,1,3,Excellent,No,0,0.179,Low Risk,0
27,26–35,Male,Divorced,4,Master,Human Resources,Research & Development,Research Director,4,Non-Travel,No,6,3256,Medium,20,2,2,11,8–15 yr,7,4,15,0,4,Very High,3,High,3,Better,3,2,3,Excellent,No,0,0.103,Low Risk,0
34,26–35,Female,Married,4,Master,Technical Degree,Research & Development,Research Director,2,Non-Travel,No,9,4884,Medium,23,0,1,6,4–7 yr,3,2,18,5,3,High,2,Medium,3,Better,3,3,3,Excellent,No,0,0.066,Low Risk,0
33,26–35,Male,Married,2,College,Technical Degree,Research & Development,Research Director,5,Travel_Frequently,No,3,7211,High,14,0,2,2,2–3 yr,1,0,16,2,3,High,4,Very High,3,Better,3,2,3,Excellent,No,0,0.137,Low Risk,0
42,36–45,Male,Single,4,Master,Life Sciences,Sales,Sales Executive,2,Travel_Rarely,Yes,1,3952,Medium,12,0,5,4,4–7 yr,2,0,15,0,2,Medium,3,High,3,Better,2,2,3,Excellent,Yes,1,0.654,High Risk,1
46,46–60,Male,Married,4,Master,Medical,Research & Development,Research Scientist,5,Non-Travel,Yes,1,9809,High,22,2,3,7,4–7 yr,3,0,14,5,3,High,2,Medium,3,Better,3,3,3,Excellent,No,0,0.194,Low Risk,1
47,46–60,Male,Divorced,4,Master,Medical,Research & Development,Manufacturing Director,1,Travel_Rarely,No,4,2700,Low,19,2,5,7,4–7 yr,3,1,19,4,4,Very High,2,Medium,3,Better,4,2,3,Excellent,No,0,0.188,Low Risk,0
31,26–35,Female,Single,2,College,Life Sciences,Sales,Sales Representative,3,Non-Travel,No,19,3314,Medium,18,0,2,6,4–7 yr,2,0,12,7,4,Very High,3,High,2,Good,2,1,4,Outstanding,No,0,0.151,Low Risk,0
34,26–35,Male,Married,3,Bachelor,Life Sciences,Research & Development,Research Director,2,Non-Travel,No,2,5190,Medium,14,1,6,12,8–15 yr,5,3,20,1,1,Low,4,Very High,3,Better,3,2,3,Excellent,No,0,0.184,Low Risk,0
22,18–25,Female,Single,4,Master,Other,Research & Development,Laboratory Technician,2,Non-Travel,No,1,5960,Medium,21,1,2,12,8–15 yr,4,1,22,7,1,Low,1,Low,4,Best,3,2,4,Outstanding,No,0,0.103,Low Risk,0
29,26–35,Female,Married,3,Bachelor,Life Sciences,Research & Development,Research Director,1,Travel_Rarely,No,20,2182,Low,15,3,4,5,4–7 yr,2,0,7,4,4,Very High,2,Medium,3,Better,4,4,3,Excellent,No,0,0.221,Low Risk,0
43,36–45,Female,Married,3,Bachelor,Life Sciences,Human Resources,Human Resources,3,Travel_Rarely,No,1,9379,High,24,0,2,3,2–3 yr,0,0,16,7,4,Very High,2,Medium,3,Better,3,1,3,Excellent,No,0,0.102,Low Risk,0
48,46–60,Male,Divorced,3,Bachelor,Life Sciences,Research & Development,Healthcare Representative,1,Travel_Rarely,Yes,1,1621,Low,20,2,1,6,4–7 yr,2,0,16,9,3,High,4,Very High,2,Good,3,4,3,Excellent,No,0,0.324,Medium Risk,1
26,26–35,Female,Single,3,Bachelor,Human Resources,Sales,Sales Representative,2,Travel_Rarely,No,16,3681,Medium,16,0,4,10,8–15 yr,7,1,19,3,4,Very High,4,Very High,3,Better,3,3,3,Excellent,No,0,0.122,Low Risk,0
31,26–35,Male,Married,1,Below College,Medical,Human Resources,Human Resources,1,Travel_Rarely,No,9,3455,Medium,23,0,4,0,0–1 yr,0,0,0,3,2,Medium,2,Medium,3,Better,3,4,3,Excellent,No,0,0.518,High Risk,0
35,26–35,Female,Divorced,3,Bachelor,Medical,Research & Development,Research Scientist,5,Travel_Rarely,No,4,5720,Medium,14,0,4,28,15+ yr,19,0,28,9,4,Very High,2,Medium,3,Better,3,1,3,Excellent,No,0,0.037,Low Risk,0
38,36–45,Male,Married,1,Below College,Human Resources,Sales,Manager,1,Travel_Rarely,No,11,2964,Low,12,1,2,1,0–1 yr,0,0,12,3,3,High,4,Very High,3,Better,3,4,3,Excellent,No,0,0.413,Medium Risk,0
29,26–35,Female,Divorced,3,Bachelor,Life Sciences,Sales,Sales Executive,1,Travel_Rarely,No,10,10020,Very High,15,1,3,3,2–3 yr,1,0,12,5,4,Very High,2,Medium,4,Best,3,4,3,Excellent,No,0,0.081,Low Risk,0
39,36–45,Female,Single,3,Bachelor,Medical,Research & Development,Research Scientist,1,Travel_Rarely,No,1,2568,Low,21,1,2,12,8–15 yr,10,0,24,3,3,High,4,Very High,3,Better,3,2,3,Excellent,No,0,0.219,Low Risk,0
32,26–35,Male,Divorced,3,Bachelor,Life Sciences,Research & Development,Research Scientist,2,Travel_Rarely,No,9,16657,Very High,11,1,0,1,0–1 yr,0,0,14,8,3,High,2,Medium,4,Best,3,2,3,Excellent,No,0,0.141,Low Risk,0
35,26–35,Male,Single,2,College,Life Sciences,Research & Development,Manufacturing Director,1,Travel_Frequently,No,8,4892,Medium,17,1,4,3,2–3 yr,2,1,3,8,2,Medium,1,Low,3,Better,3,4,3,Excellent,No,0,0.357,Medium Risk,0
40,36–45,Female,Divorced,4,Master,Technical Degree,Research & Development,Research Scientist,2,Travel_Rarely,No,26,5146,Medium,19,2,3,0,0–1 yr,0,0,1,2,4,Very High,4,Very High,3,Better,3,4,3,Excellent,No,0,0.304,Medium Risk,0
36,36–45,Male,Single,4,Master,Marketing,Research & Development,Research Director,4,Travel_Rarely,Yes,27,8730,High,13,0,6,3,2–3 yr,2,1,4,6,4,Very High,3,High,3,Better,3,3,3,Excellent,No,0,0.387,Medium Risk,1
32,26–35,Female,Married,2,College,Life Sciences,Sales,Manager,3,Travel_Rarely,No,3,20000,Very High,16,0,2,1,0–1 yr,0,0,7,4,4,Very High,4,Very High,3,Better,4,3,3,Excellent,No,0,0.16,Low Risk,0
35,26–35,Male,Single,2,College,Life Sciences,Sales,Sales Executive,2,Travel_Rarely,No,7,2990,Low,19,0,5,2,2–3 yr,0,0,10,8,4,Very High,4,Very High,1,Bad,3,2,3,Excellent,No,0,0.352,Medium Risk,0
35,26–35,Male,Married,2,College,Medical,Sales,Sales Representative,1,Travel_Rarely,No,1,2244,Low,21,0,3,2,2–3 yr,0,0,9,1,4,Very High,3,High,2,Good,2,3,3,Excellent,No,0,0.424,Medium Risk,0
33,26–35,Female,Single,4,Master,Life Sciences,Research & Development,Research Scientist,3,Travel_Rarely,No,1,4042,Medium,14,1,3,29,15+ yr,19,4,40,2,2,Medium,4,Very High,3,Better,3,2,3,Excellent,No,0,0.164,Low Risk,0
33,26–35,Female,Divorced,3,Bachelor,Life Sciences,Sales,Sales Executive,1,Travel_Rarely,Yes,4,3995,Medium,16,1,2,31,15+ yr,22,12,34,9,4,Very High,4,Very High,4,Best,3,3,3,Excellent,No,0,0.247,Low Risk,1
48,46–60,Female,Single,3,Bachelor,Life Sciences,Research & Development,Laboratory Technician,3,Non-Travel,No,9,2487,Low,24,1,4,0,0–1 yr,0,0,1,4,3,High,3,High,3,Better,3,1,3,Excellent,No,0,0.25,Low Risk,0
40,36–45,Male,Married,2,College,Life Sciences,Research & Development,Research Director,1,Travel_Frequently,No,6,3975,Medium,25,0,4,7,4–7 yr,4,2,9,4,3,High,2,Medium,2,Good,3,1,3,Excellent,Yes,1,0.558,High Risk,0
33,26–35,Female,Single,3,Bachelor,Technical Degree,Research & Development,Healthcare Representative,2,Travel_Rarely,No,4,11461,Very High,13,1,2,0,0–1 yr,0,0,9,9,2,Medium,2,Medium,3,Better,3,4,3,Excellent,No,0,0.322,Medium Risk,0
41,36–45,Male,Divorced,4,Master,Life Sciences,Sales,Sales Representative,2,Non-Travel,No,13,5301,Medium,19,0,3,0,0–1 yr,0,0,4,6,3,High,2,Medium,3,Better,1,4,3,Excellent,No,0,0.209,Low Risk,0
33,26–35,Female,Married,4,Master,Life Sciences,Research & Development,Healthcare Representative,4,Travel_Rarely,No,12,5943,Medium,17,3,2,0,0–1 yr,0,0,8,7,4,Very High,4,Very High,3,Better,3,3,3,Excellent,No,0,0.165,Low Risk,0
45,36–45,Female,Divorced,3,Bachelor,Medical,Sales,Sales Executive,1,Travel_Rarely,No,10,2886,Low,17,0,4,20,15+ yr,15,1,27,7,1,Low,3,High,4,Best,2,4,3,Excellent,No,0,0.234,Low Risk,0
38,36–45,Male,Married,1,Below College,Technical Degree,Research & Development,Research Director,2,Non-Travel,No,1,7702,High,14,1,6,16,15+ yr,5,1,28,0,1,Low,2,Medium,3,Better,3,2,3,Excellent,No,0,0.13,Low Risk,0
35,26–35,Male,Single,2,College,Life Sciences,Sales,Sales Representative,1,Non-Travel,No,12,2601,Low,16,1,2,1,0–1 yr,0,0,12,0,4,Very High,4,Very High,3,Better,2,3,3,Excellent,No,0,0.398,Medium Risk,0
39,36–45,Male,Married,1,Below College,Life Sciences,Research & Development,Laboratory Technician,3,Travel_Rarely,No,20,14846,Very High,21,3,3,1,0–1 yr,0,0,14,2,4,Very High,1,Low,3,Better,2,4,3,Excellent,No,0,0.249,Low Risk,0
23,18–25,Female,Married,2,College,Life Sciences,Research & Development,Healthcare Representative,4,Travel_Rarely,No,1,18089,Very High,21,0,2,1,0–1 yr,0,0,3,0,3,High,3,High,3,Better,2,4,3,Excellent,No,0,0.22,Low Risk,0
26,26–35,Male,Married,2,College,Marketing,Sales,Sales Executive,2,Travel_Rarely,No,4,5587,Medium,18,0,3,4,4–7 yr,3,0,12,0,2,Medium,4,Very High,3,Better,4,4,3,Excellent,No,0,0.144,Low Risk,0
26,26–35,Female,Married,2,College,Medical,Sales,Sales Representative,2,Non-Travel,No,29,4886,Medium,25,0,4,5,4–7 yr,4,0,14,9,3,High,3,High,3,Better,3,1,3,Excellent,No,0,0.127,Low Risk,0
37,36–45,Male,Single,3,Bachelor,Technical Degree,Research & Development,Laboratory Technician,4,Travel_Rarely,No,7,11519,Very High,16,0,2,1,0–1 yr,0,0,3,7,4,Very High,2,Medium,3,Better,3,2,3,Excellent,No,0,0.204,Low Risk,0
49,46–60,Female,Married,4,Master,Other,Research & Development,Manufacturing Director,2,Travel_Rarely,Yes,5,8496,High,16,1,1,8,8–15 yr,3,0,17,0,4,Very High,3,High,3,Better,4,4,3,Excellent,No,0,0.208,Low Risk,1
53,46–60,Female,Divorced,3,Bachelor,Technical Degree,Research & Development,Laboratory Technician,2,Travel_Rarely,Yes,1,3284,Medium,14,3,4,2,2–3 yr,0,0,13,8,1,Low,4,Very High,2,Good,3,3,3,Excellent,Yes,1,0.763,High Risk,1
41,36–45,Male,Single,4,Master,Medical,Research & Development,Healthcare Representative,2,Travel_Rarely,No,6,3777,Medium,18,0,3,15,8–15 yr,9,1,28,1,4,Very High,3,High,2,Good,3,1,3,Excellent,No,0,0.1,Low Risk,0
40,36–45,Male,Single,4,Master,Medical,Research & Development,Research Director,3,Non-Travel,No,4,3044,Medium,24,1,2,6,4–7 yr,2,1,13,8,2,Medium,1,Low,2,Good,2,3,4,Outstanding,No,0,0.352,Medium Risk,0
21,18–25,Male,Married,2,College,Life Sciences,Sales,Sales Representative,1,Travel_Rarely,No,1,4824,Medium,20,2,2,3,2–3 yr,1,0,3,6,2,Medium,1,Low,4,Best,4,3,3,Excellent,No,0,0.325,Medium Risk,0
31,26–35,Female,Single,4,Master,Other,Sales,Sales Representative,3,Travel_Frequently,No,4,8229,High,18,0,1,9,8–15 yr,2,0,12,8,3,High,4,Very High,2,Good,2,3,3,Excellent,No,0,0.075,Low Risk,0
29,26–35,Female,Married,2,College,Life Sciences,Sales,Sales Representative,2,Travel_Rarely,No,1,2502,Low,19,1,2,10,8–15 yr,4,1,13,2,3,High,3,High,3,Better,1,2,4,Outstanding,No,0,0.118,Low Risk,0
31,26–35,Male,Married,3,Bachelor,Life Sciences,Human Resources,Human Resources,1,Travel_Rarely,No,10,3131,Medium,16,2,3,2,2–3 yr,0,0,7,0,4,Very High,4,Very High,3,Better,3,1,3,Excellent,No,0,0.315,Medium Risk,0
34,26–35,Female,Divorced,3,Bachelor,Medical,Research & Development,Healthcare Representative,3,Travel_Rarely,No,29,3006,Medium,12,3,2,2,2–3 yr,1,0,13,0,1,Low,4,Very High,3,Better,4,2,3,Excellent,Yes,1,0.522,High Risk,0
32,26–35,Male,Divorced,5,Doctor,Life Sciences,Research & Development,Research Scientist,2,Travel_Rarely,No,5,3135,Medium,14,1,3,16,15+ yr,11,2,27,9,2,Medium,3,High,3,Better,2,3,3,Excellent,Yes,1,0.2,Low Risk,0
20,18–25,Male,Married,2,College,Medical,Research & Development,Laboratory Technician,1,Travel_Rarely,No,8,5178,Medium,14,0,1,1,0–1 yr,0,0,2,5,3,High,4,Very High,3,Better,3,2,3,Excellent,No,0,0.278,Medium Risk,0
41,36–45,Female,Single,2,College,Medical,Human Resources,Human Resources,3,Travel_Rarely,Yes,4,4086,Medium,23,0,1,0,0–1 yr,0,0,6,6,3,High,1,Low,3,Better,3,4,3,Excellent,No,0,0.546,High Risk,1
27,26–35,Male,Single,4,Master,Medical,Sales,Sales Representative,4,Travel_Rarely,No,1,5919,Medium,18,1,0,3,2–3 yr,1,0,7,8,1,Low,2,Medium,3,Better,3,2,3,Excellent,No,0,0.204,Low Risk,0
37,36–45,Male,Divorced,1,Below College,Technical Degree,Research & Development,Manufacturing Director,4,Non-Travel,Yes,28,3049,Medium,15,0,3,9,8–15 yr,3,0,18,5,1,Low,4,Very High,3,Better,3,4,3,Excellent,Yes,1,0.651,High Risk,1
52,46–60,Male,Married,4,Master,Life Sciences,Research & Development,Manufacturing Director,5,Travel_Rarely,No,1,8633,High,14,0,2,8,8–15 yr,4,2,13,4,2,Medium,1,Low,4,Best,3,3,3,Excellent,No,0,0.119,Low Risk,0
28,26–35,Male,Divorced,4,Master,Medical,Research & Development,Research Scientist,4,Non-Travel,Yes,1,6729,High,18,2,6,15,8–15 yr,12,3,25,1,3,High,4,Very High,4,Best,3,2,3,Excellent,No,0,0.236,Low Risk,1
